condition,trial,elapsed_sec,phase,odom_x_m,odom_y_m,odom_yaw_deg,relative_x_m,relative_y_m,relative_yaw_deg,source_file
baseline,2,17.6159,long_1_turn_stop,0.861306,0.086219,72.665905,0.797657,0.00071,86.333958,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.6655,long_1_turn_stop,0.861313,0.086243,72.667496,0.797658,0.000735,86.33555,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.7228,long_1_turn_stop,0.861306,0.086219,72.666485,0.797657,0.00071,86.334539,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.7684,long_1_turn_stop,0.861306,0.086219,72.667298,0.797657,0.00071,86.335352,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.8156,long_1_turn_stop,0.861306,0.086219,72.667612,0.797657,0.00071,86.335666,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.8659,long_1_turn_stop,0.861306,0.086219,72.667298,0.797657,0.00071,86.335352,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.9158,short_1_forward,0.861313,0.086243,72.672312,0.797658,0.000735,86.340365,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.9671,short_1_forward,0.861306,0.086219,72.689414,0.797657,0.00071,86.357468,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.0156,short_1_forward,0.861343,0.086339,72.858858,0.797664,0.000836,86.526911,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.0654,short_1_forward,0.861902,0.088154,72.925958,0.797778,0.002731,86.594011,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.1168,short_1_forward,0.86262,0.090501,73.032836,0.797922,0.005182,86.70089,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.1706,short_1_forward,0.863993,0.095005,73.059563,0.798192,0.009882,86.727616,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.2164,short_1_forward,0.865067,0.09854,73.146443,0.7984,0.013572,86.814496,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.2654,short_1_forward,0.866731,0.10404,73.195327,0.798717,0.019308,86.86338,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.3153,short_1_forward,0.867882,0.107843,73.109553,0.798937,0.023276,86.777606,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.3658,short_1_forward,0.869608,0.113535,73.151545,0.799269,0.029215,86.819598,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.4162,short_1_forward,0.87082,0.117532,73.118323,0.799502,0.033385,86.786376,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.4683,short_1_forward,0.87252,0.123126,73.082328,0.799832,0.039222,86.750381,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.5208,short_1_forward,0.87368,0.126953,73.169126,0.800055,0.043215,86.837179,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.5719,short_1_forward,0.875426,0.132692,72.98915,0.800396,0.049204,86.657204,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.6164,short_1_forward,0.876573,0.136444,73.026279,0.800623,0.05312,86.694333,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.665,short_1_forward,0.878385,0.142374,72.995694,0.800983,0.059311,86.663747,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.7153,short_1_forward,0.879556,0.146198,72.934632,0.801217,0.063303,86.602685,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.765,short_1_forward,0.881252,0.151741,73.044584,0.801555,0.06909,86.712638,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.8155,short_1_forward,0.882512,0.155855,72.884191,0.801808,0.073385,86.552244,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.8652,short_1_forward,0.884203,0.161346,72.883317,0.802154,0.07912,86.55137,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.9154,short_1_forward,0.885445,0.165386,72.961235,0.802405,0.083339,86.629289,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,18.9663,short_1_forward,0.887164,0.170974,72.843886,0.802755,0.089176,86.511939,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.0154,short_1_forward,0.888355,0.174845,72.93511,0.802998,0.093218,86.603163,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.0661,short_1_forward,0.890144,0.180677,72.965258,0.803358,0.099307,86.633312,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.1154,short_1_forward,0.891313,0.184501,73.023055,0.803591,0.1033,86.691109,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.1677,short_1_forward,0.893079,0.190313,73.182718,0.803933,0.109365,86.850771,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.2152,short_1_forward,0.894292,0.19431,73.053504,0.804167,0.113534,86.721558,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.2658,short_1_forward,0.895944,0.199759,73.205859,0.804485,0.11922,86.873912,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.3153,short_1_forward,0.89721,0.203951,73.188776,0.804725,0.123593,86.85683,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.3689,short_1_forward,0.898865,0.209427,73.182909,0.805038,0.129304,86.850963,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.4171,short_1_forward,0.900082,0.213448,73.140972,0.805271,0.133499,86.809025,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.4664,short_1_forward,0.901837,0.219237,73.127072,0.805608,0.139539,86.795126,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.5172,short_1_forward,0.90302,0.223137,73.1232,0.805836,0.143608,86.791253,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.5683,short_1_forward,0.904781,0.22895,73.163389,0.806174,0.149673,86.831442,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.6158,short_1_forward,0.905938,0.232752,73.005864,0.806399,0.15364,86.673917,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.6684,short_1_forward,0.907669,0.238443,73.136894,0.806737,0.159579,86.804948,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.7157,short_1_forward,0.908837,0.242294,73.146989,0.806961,0.163597,86.815043,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.7671,short_1_forward,0.91056,0.247987,73.172008,0.807291,0.169536,86.840062,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.8159,short_1_forward,0.911717,0.251815,73.185115,0.807511,0.173529,86.853169,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.8682,short_1_forward,0.913401,0.257388,73.191802,0.80783,0.179341,86.859855,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.9162,short_1_forward,0.914557,0.261216,73.204213,0.808048,0.183335,86.872266,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,19.9744,short_1_forward,0.916258,0.266863,73.25908,0.808367,0.189223,86.927133,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.0156,short_1_forward,0.917392,0.270618,73.132578,0.808582,0.193141,86.800631,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.0663,short_1_forward,0.919102,0.276262,73.165923,0.808909,0.199029,86.833976,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.1166,short_1_forward,0.920234,0.279992,73.055506,0.809128,0.202921,86.723559,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.1664,short_1_forward,0.921987,0.285755,73.110782,0.80947,0.208935,86.778836,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.2177,short_1_forward,0.923155,0.289606,73.137926,0.809695,0.212953,86.805979,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.2659,short_1_forward,0.92488,0.295299,73.147672,0.810026,0.218892,86.815726,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.319,short_1_forward,0.926026,0.299078,73.127318,0.810246,0.222834,86.795372,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.3693,short_1_forward,0.927752,0.30477,73.132475,0.810578,0.228773,86.800528,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.4196,short_1_forward,0.928856,0.308402,73.053402,0.810793,0.232563,86.721455,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.4654,short_1_forward,0.930592,0.314118,73.156688,0.811129,0.238527,86.824741,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.5192,short_1_forward,0.931813,0.318138,73.037044,0.811366,0.242722,86.705097,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.5689,short_1_forward,0.933556,0.323851,73.042638,0.811709,0.248686,86.710691,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.6188,short_1_forward,0.934762,0.327797,72.969336,0.811948,0.252804,86.637389,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.6673,short_1_forward,0.936472,0.333361,72.859671,0.812295,0.258615,86.527724,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.7175,short_1_forward,0.937672,0.337256,72.889559,0.812541,0.262683,86.557613,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.767,short_1_forward,0.93954,0.343301,72.763023,0.812928,0.268999,86.431077,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.8179,short_1_forward,0.940646,0.346854,72.666492,0.813163,0.272712,86.334546,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.8682,short_1_forward,0.942499,0.352825,72.855607,0.813552,0.278952,86.52366,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.918,short_1_forward,0.943677,0.35662,72.632997,0.813801,0.282918,86.30105,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,20.9714,short_1_forward,0.945385,0.362106,72.793998,0.814164,0.288652,86.462052,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.0243,short_1_forward,0.946657,0.366216,72.801484,0.814429,0.292946,86.469537,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.0762,short_1_forward,0.948382,0.371802,72.877934,0.814785,0.298782,86.545988,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.1181,short_1_forward,0.949609,0.375795,72.973687,0.815033,0.302951,86.64174,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.1702,short_1_forward,0.951355,0.38148,72.867436,0.815387,0.308889,86.53549,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.22,short_1_forward,0.952494,0.385182,72.932829,0.815619,0.312754,86.600882,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.2668,short_1_forward,0.954342,0.391207,72.964821,0.815991,0.319046,86.632875,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.3187,short_1_forward,0.955487,0.394933,72.881213,0.816222,0.322936,86.549266,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.3684,short_1_forward,0.957262,0.400716,72.992477,0.816581,0.328975,86.66053,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.4186,short_1_forward,0.958463,0.404637,72.947486,0.816821,0.333068,86.61554,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.4661,short_1_forward,0.960229,0.410396,72.955928,0.817176,0.339082,86.623982,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.5187,short_1_forward,0.961421,0.414292,73.006342,0.817415,0.34315,86.674395,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.5661,short_1_forward,0.96317,0.420004,72.944556,0.817764,0.349113,86.612609,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.6193,short_1_forward,0.964334,0.423803,72.984356,0.817998,0.35308,86.652409,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.6674,short_1_forward,0.966092,0.429539,72.939256,0.81835,0.359068,86.607309,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.7186,short_1_forward,0.967264,0.433362,72.981501,0.818586,0.36306,86.649554,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.766,short_1_forward,0.969028,0.439122,72.96614,0.818938,0.369074,86.634193,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.8195,short_1_forward,0.970192,0.442921,72.955553,0.819172,0.373041,86.623606,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.8658,short_1_forward,0.971927,0.448584,72.981801,0.81952,0.378953,86.649854,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.9192,short_1_stop,0.97308,0.452361,73.054563,0.819748,0.382895,86.722616,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,21.9656,short_1_stop,0.9748,0.458002,73.044407,0.820085,0.388783,86.71246,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.0191,short_1_stop,0.975885,0.461561,73.044011,0.820299,0.392497,86.712064,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.0664,short_1_stop,0.976995,0.465192,72.96099,0.820519,0.396288,86.629043,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.121,short_1_stop,0.97735,0.466353,72.983406,0.820591,0.3975,86.65146,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.1664,short_1_stop,0.97758,0.467104,72.974035,0.820636,0.398284,86.642089,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.2282,short_1_stop,0.977624,0.467249,72.974889,0.820645,0.398435,86.642942,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.2684,short_1_stop,0.977669,0.467394,72.966693,0.820654,0.398587,86.634746,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.3186,short_1_stop,0.977691,0.467467,72.980408,0.820659,0.398663,86.648461,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.3708,short_1_stop,0.977706,0.467515,72.982826,0.820662,0.398713,86.650879,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.4204,short_1_stop,0.977728,0.467588,72.987976,0.820666,0.398789,86.656029,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.4682,short_1_stop,0.977743,0.467636,72.973352,0.820669,0.39884,86.641406,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.5188,short_1_stop,0.977765,0.467709,72.997538,0.820673,0.398915,86.665591,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.5709,short_1_stop,0.97778,0.467757,73.001663,0.820676,0.398966,86.669717,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.614,short_1_stop,0.97778,0.467757,73.023479,0.820676,0.398966,86.691532,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.6711,short_1_stop,0.977787,0.467781,73.023547,0.820678,0.398991,86.691601,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.7181,short_1_stop,0.977787,0.467781,73.038184,0.820678,0.398991,86.706238,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.7762,short_1_stop,0.977787,0.467781,73.039332,0.820678,0.398991,86.707385,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.8166,short_1_stop,0.977787,0.467781,73.061933,0.820678,0.398991,86.729986,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.8663,short_1_stop,0.977787,0.467781,73.049919,0.820678,0.398991,86.717972,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.9148,short_1_turn_90,0.977795,0.467805,73.077082,0.820679,0.399017,86.745136,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,22.9683,short_1_turn_90,0.977802,0.46783,73.070908,0.820681,0.399042,86.738961,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.0173,short_1_turn_90,0.977802,0.46783,73.134791,0.820681,0.399042,86.802844,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.0869,short_1_turn_90,0.977802,0.46783,73.33344,0.820681,0.399042,87.001493,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.1213,short_1_turn_90,0.977802,0.46783,73.574545,0.820681,0.399042,87.242599,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.167,short_1_turn_90,0.977809,0.467854,74.043397,0.820682,0.399067,87.71145,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.2163,short_1_turn_90,0.977795,0.467805,74.414761,0.82068,0.399016,88.082815,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.268,short_1_turn_90,0.977809,0.467854,75.049381,0.820681,0.399067,88.717435,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.3143,short_1_turn_90,0.977809,0.467854,75.480858,0.820681,0.399067,89.148911,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.3666,short_1_turn_90,0.977809,0.467854,76.128729,0.820681,0.399067,89.796782,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.4174,short_1_turn_90,0.977821,0.467903,76.553628,0.820681,0.399118,90.221681,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.4665,short_1_turn_90,0.977809,0.467854,77.233853,0.820682,0.399067,90.901907,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.5268,short_1_turn_90,0.97782,0.467903,77.65391,0.820681,0.399118,91.321963,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.5707,short_1_turn_90,0.977815,0.467879,78.325591,0.820682,0.399092,91.993644,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.6148,short_1_turn_90,0.977815,0.467879,78.720328,0.820682,0.399092,92.388381,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.6661,short_1_turn_90,0.977815,0.467879,79.398211,0.820682,0.399092,93.066264,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.716,short_1_turn_90,0.97781,0.467854,79.786534,0.820683,0.399067,93.454588,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.7724,short_1_turn_90,0.977806,0.467829,80.447232,0.820685,0.399042,94.115285,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.8164,short_1_turn_90,0.977794,0.467754,80.822524,0.82069,0.398966,94.490577,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.8672,short_1_turn_90,0.977794,0.467754,81.470456,0.82069,0.398966,95.138509,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.9544,short_1_turn_90,0.977783,0.467679,81.843405,0.820697,0.398891,95.511458,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,23.9668,short_1_turn_90,0.977783,0.467679,82.533766,0.820697,0.398891,96.201819,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,24.0151,short_1_turn_90,0.977779,0.467654,82.921031,0.8207,0.398865,96.589084,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,24.068,short_1_turn_90,0.977777,0.467628,83.610122,0.820703,0.39884,97.278175,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,24.1144,short_1_turn_90,0.977774,0.467603,83.984983,0.820707,0.398815,97.653037,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,24.1707,short_1_turn_90,0.977776,0.467628,84.687393,0.820703,0.39884,98.355446,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,24.2159,short_1_turn_90,0.977776,0.467628,85.078264,0.820703,0.39884,98.746318,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,24.2752,short_1_turn_90,0.977778,0.467654,85.768926,0.820699,0.398865,99.436979,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,24.3185,short_1_turn_90,0.977784,0.467729,86.126241,0.820686,0.39894,99.794294,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,24.3766,short_1_turn_90,0.977784,0.467729,86.814758,0.820686,0.39894,100.482811,20260917_144541_baseline_trial2_rectangle_trace.csv
