condition,trial,elapsed_sec,phase,odom_x_m,odom_y_m,odom_yaw_deg,relative_x_m,relative_y_m,relative_yaw_deg,source_file
baseline,2,8.4681,long_1_stop,0.860639,0.086667,-13.260922,0.796903,0.000988,0.407131,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.5191,long_1_stop,0.860713,0.086649,-13.26778,0.796979,0.000988,0.400273,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.5695,long_1_stop,0.860713,0.086649,-13.251276,0.796979,0.000988,0.416777,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.6151,long_1_stop,0.860737,0.086643,-13.256296,0.797004,0.000988,0.411757,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.6674,long_1_stop,0.860737,0.086643,-13.243479,0.797004,0.000988,0.424575,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.7159,long_1_stop,0.860737,0.086643,-13.245356,0.797004,0.000988,0.422697,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.7704,long_1_stop,0.860737,0.086643,-13.23564,0.797004,0.000988,0.432413,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.8152,long_1_stop,0.860737,0.086643,-13.241547,0.797004,0.000988,0.426506,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.869,long_1_stop,0.860737,0.086643,-13.228481,0.797004,0.000988,0.439572,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.9143,long_1_stop,0.860737,0.086643,-13.232866,0.797004,0.000988,0.435187,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,8.9672,long_1_stop,0.860737,0.086643,-13.223118,0.797004,0.000988,0.444936,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.0171,long_1_turn_90,0.860737,0.086643,-13.223408,0.797004,0.000988,0.444645,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.0681,long_1_turn_90,0.860762,0.086637,-13.217343,0.797029,0.000988,0.450711,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.1162,long_1_turn_90,0.860737,0.086643,-13.17777,0.797004,0.000988,0.490284,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.1681,long_1_turn_90,0.860713,0.086649,-12.987406,0.796979,0.000988,0.680647,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.2203,long_1_turn_90,0.860762,0.086638,-12.83921,0.797029,0.000989,0.828843,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.2683,long_1_turn_90,0.860861,0.086616,-12.293853,0.797131,0.000991,1.374201,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.3164,long_1_turn_90,0.861009,0.086584,-11.962406,0.797282,0.000995,1.705648,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.3704,long_1_turn_90,0.860985,0.086589,-11.330531,0.797257,0.000994,2.337522,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.4159,long_1_turn_90,0.86096,0.086594,-10.954944,0.797232,0.000993,2.71311,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.4679,long_1_turn_90,0.860935,0.086598,-10.313568,0.797207,0.000991,3.354485,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.5184,long_1_turn_90,0.86096,0.086594,-9.917695,0.797232,0.000993,3.750359,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.5673,long_1_turn_90,0.86101,0.086586,-9.303424,0.797282,0.000996,4.364629,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.6163,long_1_turn_90,0.86101,0.086586,-8.872604,0.797282,0.000996,4.795449,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.6698,long_1_turn_90,0.86101,0.086586,-8.183785,0.797282,0.000996,5.484269,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.7189,long_1_turn_90,0.86106,0.086579,-7.729318,0.797333,0.001002,5.938736,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.7717,long_1_turn_90,0.861085,0.086575,-7.052882,0.797358,0.001004,6.615172,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.8152,long_1_turn_90,0.86106,0.086578,-6.589594,0.797333,0.001001,7.07846,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.8667,long_1_turn_90,0.86106,0.086578,-5.951248,0.797333,0.001001,7.716806,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.9161,long_1_turn_90,0.861035,0.086581,-5.458176,0.797308,0.000998,8.209877,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,9.97,long_1_turn_90,0.86111,0.086574,-4.767643,0.797383,0.001009,8.90041,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.0154,long_1_turn_90,0.86111,0.086574,-4.296784,0.797383,0.001009,9.37127,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.074,long_1_turn_90,0.861161,0.086571,-3.650409,0.797433,0.001018,10.017645,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.1164,long_1_turn_90,0.861135,0.086572,-3.186332,0.797408,0.001013,10.481721,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.1664,long_1_turn_90,0.86111,0.086573,-2.542013,0.797383,0.001008,11.12604,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.216,long_1_turn_90,0.861009,0.086577,-2.098295,0.797284,0.000988,11.569759,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.2683,long_1_turn_90,0.861034,0.086577,-1.533059,0.797308,0.000994,12.134994,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.3187,long_1_turn_90,0.860933,0.086579,-1.081688,0.797209,0.000972,12.586366,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.367,long_1_turn_90,0.861034,0.086577,-0.515352,0.797308,0.000995,13.152701,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.423,long_1_turn_90,0.860984,0.086578,-0.076018,0.797259,0.000983,13.592035,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.4691,long_1_turn_90,0.86106,0.086578,0.601942,0.797333,0.001001,14.269996,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.5202,long_1_turn_90,0.86111,0.086579,1.063979,0.797382,0.001014,14.732032,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.5669,long_1_turn_90,0.861136,0.086579,1.681312,0.797406,0.00102,15.349365,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.6168,long_1_turn_90,0.86106,0.086577,2.194917,0.797333,0.001,15.86297,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.6676,long_1_turn_90,0.861136,0.08658,2.86241,0.797406,0.001021,16.530463,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.7144,long_1_turn_90,0.86111,0.086579,3.326757,0.797382,0.001014,16.99481,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.7656,long_1_turn_90,0.861186,0.086584,3.974589,0.797454,0.001036,17.642642,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.8141,long_1_turn_90,0.861136,0.08658,4.46832,0.797406,0.001021,18.136373,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.8683,long_1_turn_90,0.861161,0.086582,5.131478,0.79743,0.001029,18.799531,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.9164,long_1_turn_90,0.861161,0.086582,5.614443,0.79743,0.001029,19.282497,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,10.9663,long_1_turn_90,0.861161,0.086582,6.24146,0.79743,0.001029,19.909513,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.0145,long_1_turn_90,0.861161,0.086582,6.695572,0.79743,0.001029,20.363625,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.0661,long_1_turn_90,0.861136,0.086579,7.259662,0.797406,0.00102,20.927715,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.1145,long_1_turn_90,0.861085,0.086572,7.702809,0.797359,0.001002,21.370863,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.1687,long_1_turn_90,0.861136,0.086579,8.313444,0.797406,0.00102,21.981497,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.2143,long_1_turn_90,0.861111,0.086576,8.738029,0.797383,0.001011,22.406082,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.2666,long_1_turn_90,0.861136,0.08658,9.35156,0.797406,0.001021,23.019613,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.3149,long_1_turn_90,0.861136,0.08658,9.82415,0.797406,0.001021,23.492203,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.3697,long_1_turn_90,0.861185,0.086589,10.472646,0.797452,0.001041,24.140699,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.4148,long_1_turn_90,0.86116,0.086584,10.937218,0.797429,0.001031,24.605272,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.4731,long_1_turn_90,0.86116,0.086584,11.609271,0.797429,0.001031,25.277325,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.5226,long_1_turn_90,0.861185,0.086589,12.097302,0.797452,0.001041,25.765355,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.5671,long_1_turn_90,0.861161,0.086584,12.744686,0.797429,0.00103,26.412739,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.6162,long_1_turn_90,0.861185,0.086589,13.242457,0.797452,0.001042,26.91051,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.6811,long_1_turn_90,0.861185,0.086589,13.892446,0.797452,0.001042,27.5605,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.7143,long_1_turn_90,0.86121,0.086596,14.334392,0.797474,0.001053,28.002445,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.766,long_1_turn_90,0.861185,0.086589,15.005897,0.797452,0.001041,28.67395,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.8442,long_1_turn_90,0.861185,0.086589,15.447351,0.797452,0.001041,29.115404,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.8667,long_1_turn_90,0.86121,0.086596,16.055952,0.797474,0.001054,29.724005,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.9162,long_1_turn_90,0.861161,0.086582,16.464141,0.79743,0.001029,30.132194,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,11.9679,long_1_turn_90,0.861137,0.086575,17.09992,0.797408,0.001016,30.767974,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.0185,long_1_turn_90,0.861161,0.086582,17.52747,0.79743,0.001029,31.195523,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.0667,long_1_turn_90,0.861185,0.08659,18.149572,0.797452,0.001042,31.817625,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.1146,long_1_turn_90,0.861257,0.086614,18.570272,0.797516,0.001082,32.238326,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.1666,long_1_turn_90,0.861257,0.086614,19.252028,0.797516,0.001082,32.920081,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.2147,long_1_turn_90,0.861305,0.086631,19.697019,0.797558,0.00111,33.365073,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.2665,long_1_turn_90,0.861305,0.086631,20.379692,0.797558,0.00111,34.047745,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.3396,long_1_turn_90,0.861352,0.086648,20.835325,0.7976,0.001139,34.503378,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.3666,long_1_turn_90,0.861329,0.086639,21.526035,0.79758,0.001124,35.194088,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.4169,long_1_turn_90,0.861376,0.086658,21.983331,0.797621,0.001153,35.651385,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.4697,long_1_turn_90,0.861376,0.086658,22.672398,0.797621,0.001153,36.340452,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.5161,long_1_turn_90,0.861376,0.086658,23.114949,0.797621,0.001153,36.783002,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.5723,long_1_turn_90,0.861399,0.086668,23.786843,0.797641,0.001169,37.454896,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.6147,long_1_turn_90,0.861399,0.086668,24.177033,0.797641,0.001169,37.845086,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.6666,long_1_turn_90,0.861376,0.086658,24.600576,0.797621,0.001153,38.26863,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.7162,long_1_turn_90,0.861376,0.086658,25.230651,0.797621,0.001153,38.898704,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.7708,long_1_turn_90,0.861353,0.086647,25.876466,0.797601,0.001137,39.544519,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.8167,long_1_turn_90,0.861398,0.086669,26.260237,0.79764,0.001169,39.92829,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.8705,long_1_turn_90,0.861398,0.086669,26.950663,0.79764,0.001169,40.618717,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.9165,long_1_turn_90,0.861421,0.086681,27.389271,0.79766,0.001186,41.057324,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,12.9728,long_1_turn_90,0.861421,0.086681,27.843905,0.79766,0.001186,41.511959,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.0158,long_1_turn_90,0.861466,0.086704,28.492619,0.797697,0.00122,42.160673,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.0664,long_1_turn_90,0.86151,0.086729,28.971429,0.797735,0.001254,42.639483,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.1159,long_1_turn_90,0.861532,0.086741,29.662542,0.797753,0.001271,43.330595,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.1946,long_1_turn_90,0.861532,0.086741,30.154152,0.797753,0.001271,43.822205,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.2155,long_1_turn_90,0.861597,0.08678,30.820112,0.797808,0.001324,44.488166,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.2656,long_1_turn_90,0.861576,0.086767,31.294776,0.79779,0.001306,44.96283,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.3212,long_1_turn_90,0.861597,0.08678,31.95462,0.797807,0.001324,45.622674,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.3668,long_1_turn_90,0.861576,0.086766,32.448849,0.79779,0.001306,46.116903,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.4188,long_1_turn_90,0.861576,0.086766,33.071653,0.79779,0.001306,46.739707,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.4659,long_1_turn_90,0.861576,0.086766,33.531096,0.79779,0.001306,47.19915,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.5211,long_1_turn_90,0.861576,0.086766,34.118038,0.79779,0.001306,47.786092,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.5699,long_1_turn_90,0.861576,0.086766,34.585298,0.79779,0.001306,48.253352,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.6161,long_1_turn_90,0.861576,0.086766,35.170082,0.79779,0.001306,48.838136,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.6664,long_1_turn_90,0.861576,0.086766,35.650907,0.79779,0.001306,49.31896,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.7174,long_1_turn_90,0.861576,0.086766,36.299785,0.79779,0.001306,49.967839,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.7689,long_1_turn_90,0.861617,0.086797,36.769323,0.797822,0.001345,50.437377,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.8174,long_1_turn_90,0.861596,0.086781,37.4404,0.797806,0.001325,51.108453,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.8669,long_1_turn_90,0.861616,0.086797,37.907622,0.797822,0.001345,51.575675,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.9159,long_1_turn_90,0.861636,0.086812,38.569717,0.797838,0.001365,52.23777,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,13.9699,long_1_turn_90,0.861636,0.086812,39.054049,0.797838,0.001365,52.722102,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.0184,long_1_turn_90,0.861656,0.086828,39.753037,0.797853,0.001385,53.42109,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.0684,long_1_turn_90,0.861675,0.086845,40.241047,0.797868,0.001406,53.9091,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.116,long_1_turn_90,0.861675,0.086845,40.880605,0.797868,0.001406,54.548659,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.1908,long_1_turn_90,0.861675,0.086845,41.355269,0.797868,0.001406,55.023323,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.2162,long_1_turn_90,0.861675,0.086845,41.999247,0.797868,0.001406,55.6673,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.2709,long_1_turn_90,0.861657,0.086828,42.447922,0.797854,0.001385,56.115975,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.3159,long_1_turn_90,0.861657,0.086828,43.02385,0.797854,0.001385,56.691904,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.3659,long_1_turn_90,0.861638,0.08681,43.461392,0.79784,0.001363,57.129446,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.4225,long_1_turn_90,0.86162,0.086793,44.056677,0.797826,0.001342,57.724731,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.4688,long_1_turn_90,0.86162,0.086793,44.483417,0.797826,0.001342,58.151471,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.5239,long_1_turn_90,0.861602,0.086775,45.143012,0.797813,0.001321,58.811066,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.566,long_1_turn_90,0.86162,0.086793,45.581299,0.797826,0.001342,59.249352,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.6198,long_1_turn_90,0.861637,0.086811,46.255623,0.797839,0.001364,59.923676,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.6659,long_1_turn_90,0.861672,0.086848,46.713174,0.797864,0.001408,60.381227,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.7219,long_1_turn_90,0.861638,0.086811,47.41072,0.797839,0.001364,61.078774,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.7699,long_1_turn_90,0.861655,0.08683,47.863961,0.797851,0.001386,61.532015,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.8166,long_1_turn_90,0.861621,0.086792,48.545734,0.797828,0.001341,62.213787,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.867,long_1_turn_90,0.861638,0.086811,49.012868,0.797839,0.001364,62.680921,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.9171,long_1_turn_90,0.861638,0.086811,49.714741,0.797839,0.001364,63.382795,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,14.9664,long_1_turn_90,0.861621,0.086792,50.167822,0.797828,0.001341,63.835875,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.0162,long_1_turn_90,0.861621,0.086792,50.855414,0.797828,0.001341,64.523467,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.0662,long_1_turn_90,0.861605,0.086772,51.290421,0.797817,0.001318,64.958475,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.1168,long_1_turn_90,0.86159,0.086752,51.927063,0.797807,0.001295,65.595117,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.1658,long_1_turn_90,0.861543,0.086692,52.333583,0.797775,0.001226,66.001636,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.2164,long_1_turn_90,0.861543,0.086692,52.938734,0.797775,0.001226,66.606787,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.2659,long_1_turn_90,0.861513,0.086652,53.320774,0.797756,0.00118,66.988827,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.3173,long_1_turn_90,0.861498,0.086631,53.988261,0.797746,0.001156,67.656314,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.3711,long_1_turn_90,0.861498,0.086631,54.417463,0.797746,0.001156,68.085516,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.4219,long_1_turn_90,0.861498,0.086631,55.110065,0.797746,0.001156,68.778118,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.4661,long_1_turn_90,0.861512,0.086652,55.535654,0.797755,0.00118,69.203707,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.5164,long_1_turn_90,0.861512,0.086652,56.255597,0.797755,0.00118,69.92365,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.5665,long_1_turn_90,0.861526,0.086673,56.711717,0.797763,0.001204,70.37977,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.6158,long_1_turn_90,0.861526,0.086673,57.416196,0.797763,0.001204,71.08425,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.669,long_1_turn_90,0.861526,0.086673,57.82891,0.797763,0.001204,71.496964,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.7158,long_1_turn_90,0.861499,0.08663,58.534988,0.797748,0.001155,72.203041,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.766,long_1_turn_90,0.861499,0.08663,58.965645,0.797748,0.001155,72.633698,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.8163,long_1_turn_90,0.861474,0.086587,59.655774,0.797733,0.001107,73.323828,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.866,long_1_turn_90,0.861474,0.086587,60.071309,0.797733,0.001107,73.739363,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.9165,long_1_turn_90,0.861461,0.086565,60.742184,0.797726,0.001083,74.410237,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,15.9659,long_1_turn_90,0.861461,0.086565,61.129176,0.797726,0.001083,74.797229,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.0164,long_1_turn_90,0.861437,0.08652,61.76883,0.797713,0.001034,75.436883,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.0667,long_1_turn_90,0.861437,0.08652,62.128508,0.797713,0.001034,75.796561,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.1163,long_1_turn_90,0.861425,0.086498,62.775709,0.797707,0.001009,76.443762,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.1659,long_1_turn_90,0.861437,0.08652,63.156827,0.797713,0.001034,76.82488,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.2174,long_1_turn_90,0.861414,0.086475,63.602203,0.797701,0.000985,77.270256,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.2659,long_1_turn_90,0.861414,0.086475,64.273802,0.797701,0.000985,77.941855,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.3182,long_1_turn_90,0.861392,0.086429,64.746724,0.797691,0.000935,78.414777,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.3648,long_1_turn_90,0.861382,0.086406,65.377396,0.797686,0.00091,79.04545,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.415,long_1_turn_90,0.861371,0.086383,65.869081,0.797681,0.000885,79.537135,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.4687,long_1_turn_90,0.861351,0.086337,66.552906,0.797672,0.000835,80.220959,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.5151,long_1_turn_90,0.861351,0.086337,67.058668,0.797672,0.000835,80.726721,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.5855,long_1_turn_90,0.861351,0.086337,67.705186,0.797672,0.000835,81.37324,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.6154,long_1_turn_90,0.861351,0.086337,68.182412,0.797672,0.000835,81.850465,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.6686,long_1_turn_90,0.861341,0.086313,68.792655,0.797669,0.00081,82.460708,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.7204,long_1_turn_90,0.861341,0.086313,69.248454,0.797669,0.00081,82.916507,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.7699,long_1_turn_90,0.861315,0.086242,69.825332,0.79766,0.000735,83.493385,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.8161,long_1_turn_90,0.861315,0.086242,70.263925,0.79766,0.000735,83.931979,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.8673,long_1_turn_90,0.861298,0.086194,70.839895,0.797655,0.000685,84.507948,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.9146,long_1_turn_stop,0.861298,0.086194,71.310625,0.797655,0.000685,84.978678,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,16.9644,long_1_turn_stop,0.86129,0.08617,71.889872,0.797653,0.000659,85.557926,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.0147,long_1_turn_stop,0.861306,0.086219,72.215563,0.797657,0.00071,85.883617,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.0652,long_1_turn_stop,0.861306,0.086219,72.441581,0.797657,0.00071,86.109634,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.1158,long_1_turn_stop,0.861313,0.086243,72.546568,0.797658,0.000735,86.214621,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.1654,long_1_turn_stop,0.861306,0.086219,72.603245,0.797657,0.00071,86.271298,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.2154,long_1_turn_stop,0.861306,0.086219,72.638413,0.797657,0.00071,86.306467,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.2651,long_1_turn_stop,0.861306,0.086219,72.657982,0.797657,0.00071,86.326035,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.3153,long_1_turn_stop,0.861306,0.086219,72.664955,0.797657,0.00071,86.333009,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.3889,long_1_turn_stop,0.861306,0.086219,72.668282,0.797657,0.00071,86.336335,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.4146,long_1_turn_stop,0.861306,0.086219,72.667408,0.797657,0.00071,86.335461,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.4647,long_1_turn_stop,0.861306,0.086219,72.668063,0.797657,0.00071,86.336117,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.5147,long_1_turn_stop,0.861306,0.086219,72.665618,0.797657,0.00071,86.333671,20260917_144541_baseline_trial2_rectangle_trace.csv
baseline,2,17.5681,long_1_turn_stop,0.861306,0.086219,72.666376,0.797657,0.00071,86.33443,20260917_144541_baseline_trial2_rectangle_trace.csv
